"IDENTIFIANT";"NDEG_FINESS_RPPS";"ANNEE_DE_RECEPTION";"ENCOURS_NB_RECLA_TOTAL";"ENCOURS_NB_RECLA_MOTIF_10";"ENCOURS_NB_RECLA_MOTIF_11";"ENCOURS_NB_RECLA_MOTIF_12";"ENCOURS_NB_RECLA_MOTIF_13";"ENCOURS_NB_RECLA_MOTIF_14";"ENCOURS_NB_RECLA_MOTIF_15";"ENCOURS_NB_RECLA_MOTIF_16";"ENCOURS_NB_RECLA_MOTIF_17";"ENCOURS_NB_RECLA_MOTIF_18";"ENCOURS_NB_RECLA_MOTIF_19";"ENCOURS_NB_RECLA_MOTIF_155";"ENCOURS_NB_RECLA_MOTIF_156";"CLOT_NB_RECLA_TOTAL";"CLOT_NB_RECLA_MOTIF_10";"CLOT_NB_RECLA_MOTIF_11";"CLOT_NB_RECLA_MOTIF_12";"CLOT_NB_RECLA_MOTIF_13";"CLOT_NB_RECLA_MOTIF_14";"CLOT_NB_RECLA_MOTIF_15";"CLOT_NB_RECLA_MOTIF_16";"CLOT_NB_RECLA_MOTIF_17";"CLOT_NB_RECLA_MOTIF_18";"CLOT_NB_RECLA_MOTIF_19";"CLOT_NB_RECLA_MOTIF_155";"CLOT_NB_RECLA_MOTIF_156"
"5000046192022";"500004619";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5000046192023";"500004619";"2023";1;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000047342021";"500004734";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000047342023";"500004734";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"5000047592023";"500004759";"2023";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"5000047832021";"500004783";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000047832022";"500004783";"2022";;;;;;;;;;;;;;2;;1;;;1;;;;;;;
"5000047832023";"500004783";"2023";;;;;;;;;;;;;;2;;1;1;;;;;;;;1;
"5000047832024";"500004783";"2024";2;;2;2;;;;;;;;;;;;;;;;;;;;;;
"5000048172021";"500004817";"2021";;;;;;;;;;;;;;5;;5;;;;1;;;;;;
"5000048172022";"500004817";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5000048172023";"500004817";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000048332022";"500004833";"2022";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"5000048412023";"500004841";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000048582021";"500004858";"2021";1;1;;1;;;1;;;1;;;;;;;;;;;;;;;;
"5000048582022";"500004858";"2022";1;;;;;;;;;;;1;;1;;;;;;;1;;;;;
"5000048582023";"500004858";"2023";;;;;;;;;;;;;;2;;;;;;;1;;;;1;
"5000048662023";"500004866";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;
"5000048902023";"500004890";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"5000049242022";"500004924";"2022";;;;;;;;;;;;;;1;;1;1;1;;;;;;;;
"5000049242023";"500004924";"2023";1;;;;;;;;;;;;;1;;;;;;;;;;;;
"5000049402022";"500004940";"2022";;;;;;;;;;;;;;1;;1;1;;;;;;;;;
"5000049402023";"500004940";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5000049572022";"500004957";"2022";;;;;;;;;;;;;;1;;;1;1;;;;;;;;
"5000050382021";"500005038";"2021";;;;;;;;;;;;;;3;;;;1;;2;;;;;1;
"5000050382022";"500005038";"2022";;;;;;;;;;;;;;2;;;;;2;1;;;;;1;
"5000050462022";"500005046";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"5000055252022";"500005525";"2022";;;;;;;;;;;;;;2;;;;;;2;;;;;;
"5000055742021";"500005574";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000055742022";"500005574";"2022";;;;;;;;;;;;;;6;2;2;1;;;1;;;;;;
"5000055742023";"500005574";"2023";2;;;;;;;;;;;;;;;;;;;;;;;;;
"5000102442022";"500010244";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000102442023";"500010244";"2023";3;;1;;;;;;;;;;;;;;;;;;;;;;;
"5000102692021";"500010269";"2021";;;;;;;;;;;;;;2;;;1;1;;1;;;;;;1
"5000102692022";"500010269";"2022";;;;;;;;;;;;;;1;;1;;;;1;;;;;1;
"5000102692023";"500010269";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000107562022";"500010756";"2022";;;;;;;;;;;;;;2;;1;;;;;;;;;;1
"5000121742021";"500012174";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000121742022";"500012174";"2022";;;;;;;;;;;;;;2;;;1;;;;;;;;;1
"5000121902022";"500012190";"2022";1;;1;;;;;;;;;;;4;;2;;;;;;;;;1;2
"5000121902023";"500012190";"2023";2;;;;;;;;;;;;;1;1;;;;;;;;;;;
"5000122082021";"500012208";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000122082023";"500012208";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000122242023";"500012224";"2023";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"5000122402023";"500012240";"2023";1;;1;1;;;;;;;;;;2;;1;;;;;;;;;1;
"5000125132021";"500012513";"2021";;;;;;;;;;;;;;2;;1;;;;;;;;;;1
"5000125622022";"500012562";"2022";;;;;;;;;;;;;;3;;1;;;1;;;;;;1;
"5000125882022";"500012588";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000125882023";"500012588";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"5000130652021";"500013065";"2021";;;;;;;;;;;;;;2;;;1;;;2;;;;;;
"5000130652022";"500013065";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5000130652023";"500013065";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"5000130732024";"500013073";"2024";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000130812021";"500013081";"2021";;;;;;;;;;;;;;1;;1;1;;;;;;;;;
"5000130992022";"500013099";"2022";;;;;;;;;;;;;;2;;;;;;2;;;;;;
"5000130992023";"500013099";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"5000132892023";"500013289";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000132892024";"500013289";"2024";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000133472021";"500013347";"2021";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"5000133472023";"500013347";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000136282023";"500013628";"2023";;;;;;;;;;;;;;1;;;;;1;1;;;;;;
"5000138752023";"500013875";"2023";1;;;;;;;;;;;;;1;;;;;;;;;;;;
"5000138912021";"500013891";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000138912023";"500013891";"2023";1;;1;1;;;;;;;;;;1;;;;;;;;;;;1;
"5000140972022";"500014097";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"5000140972023";"500014097";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000140972024";"500014097";"2024";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000141132022";"500014113";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000141132023";"500014113";"2023";;;;;;;;;;;;;;2;;1;;;;1;;;;;;
"5000141212023";"500014121";"2023";2;;;;;;;;;;;;;;;;;;;;;;;;;
"5000141882022";"500014188";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000141882023";"500014188";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000142202023";"500014220";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"5000142462022";"500014246";"2022";;;;;;;;;;;;;;2;1;1;;;;1;;;;;;
"5000146832022";"500014683";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"5000146832023";"500014683";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000147582023";"500014758";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000148812023";"500014881";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"5000151852021";"500015185";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"5000163572021";"500016357";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000163572023";"500016357";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000164312023";"500016431";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000164802022";"500016480";"2022";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"5000164802023";"500016480";"2023";1;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000165062021";"500016506";"2021";;;;;;;;;;;;;;1;;1;1;;1;1;;;;;;
"5000165062022";"500016506";"2022";;;;;;;;;;;;;;2;1;;1;1;;2;;;;;;
"5000166132021";"500016613";"2021";;;;;;;;;;;;;;2;1;;1;;;1;;;;;;
"5000166212021";"500016621";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000166212022";"500016621";"2022";;;;;;;;;;;;;;2;;;;;;2;;;;;;
"5000166212023";"500016621";"2023";4;;1;;;;;;;;;;;5;1;3;1;;;;;;;;;
"5000167952023";"500016795";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000169512023";"500016951";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"5000169932023";"500016993";"2023";2;;;;;;1;;;;;;;;;;;;;;;;;;;
"5000172562022";"500017256";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5000172562023";"500017256";"2023";;;;;;;;;;;;;;1;1;1;;;;;;;;;;
"5000174472021";"500017447";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000174962022";"500017496";"2022";;;;;;;;;;;;;;2;1;;;1;;;;;;;;
"5000174962023";"500017496";"2023";4;;;1;1;;;;;;;;;1;;;1;;;;;;;;;
"5000183792023";"500018379";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000186432024";"500018643";"2024";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000187912021";"500018791";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5000187912022";"500018791";"2022";;;;;;;;;;;;;;2;;;;;;1;;;;;1;
"5000187912023";"500018791";"2023";1;;;;;;;;;;;;;1;;;;;;;;;;;;
"5000188252022";"500018825";"2022";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"5000188662021";"500018866";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000188662022";"500018866";"2022";;;;;;;;;;;;;;3;;2;;1;;1;;;;;;
"5000188662023";"500018866";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000191792021";"500019179";"2021";;;;;;;;;;;;;;3;1;3;;;;;;;;;;
"5000191792022";"500019179";"2022";;;;;;;;;;;;;;6;1;1;2;1;;2;;;;;;
"5000191792023";"500019179";"2023";1;;;;;;1;;;;;;;3;1;2;;;;;;;;;;
"5000191792024";"500019179";"2024";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000192292021";"500019229";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5000192292022";"500019229";"2022";;;;;;;;;;;;;;3;;;1;;;2;;;;;;
"5000192292023";"500019229";"2023";2;;;;;;2;;;;;;;2;1;1;;;;;;;;;;
"5000192782022";"500019278";"2022";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"5000192782023";"500019278";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"5000193282022";"500019328";"2022";;;;;;;;;;;;;;4;3;;;;;1;;;;;;
"5000193282023";"500019328";"2023";4;;1;;;;2;;;;;;;4;1;;;;;2;;;;;1;
"5000195002023";"500019500";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000197402021";"500019740";"2021";;;;;;;;;;;;;;3;;;3;;;;;;;;;
"5000197402023";"500019740";"2023";3;;;;;;;;;;;;;;;;;;;;;;;;;
"5000197652022";"500019765";"2022";;;;;;;;;;;;;;1;;1;1;1;;;;;;;;
"5000199142022";"500019914";"2022";;;;;;;;;;;;;;2;;1;;;1;;;;;;;
"5000199142024";"500019914";"2024";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000200292023";"500020029";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000200602022";"500020060";"2022";;;;;;;;;;;;;;2;;1;1;1;1;;;;;;;
"5000200862022";"500020086";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000201282023";"500020128";"2023";1;;;;;;;;;;;;;2;;;;;;;;;;;2;
"5000201512021";"500020151";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000201512022";"500020151";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000201512023";"500020151";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000201772023";"500020177";"2023";;;;;;;;;;;;;;2;;;;;;2;;;;;;
"5000201852022";"500020185";"2022";;;;;;;;;;;;;;2;;1;;;1;;;;;;;
"5000201852023";"500020185";"2023";3;;1;;;;;;;;;;;;;;;;;;;;;;;
"5000202432023";"500020243";"2023";2;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000202502022";"500020250";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5000204092023";"500020409";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000204172021";"500020417";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000204582021";"500020458";"2021";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"5000204582023";"500020458";"2023";;;;;;;;;;;;;;4;;;;1;;1;;;;;2;
"5000206562022";"500020656";"2022";;;;;;;;;;;;;;1;;1;;1;;1;;;;;;
"5000206562023";"500020656";"2023";1;;;;;;;;1;;;;;1;;;1;;;;;;;;;
"5000207302021";"500020730";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;1
"5000207632021";"500020763";"2021";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"5000207632022";"500020763";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000207632023";"500020763";"2023";3;;1;;;;;;;;;;;2;;1;;;;;;;;;1;
"5000212252022";"500021225";"2022";;;;;;;;;;;;;;2;2;;;;1;;;;;;;
"5000213242021";"500021324";"2021";2;;1;;;;;;;;;1;;10;;5;;;;;;;;;5;
"5000213242022";"500021324";"2022";1;;;;;;1;;;;;;;11;;8;;;;2;;;;;2;
"5000213242023";"500021324";"2023";1;;;;;;;;;;;;;1;;;;;;;;;;;1;
"5000213242024";"500021324";"2024";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000218032021";"500021803";"2021";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"5000218032022";"500021803";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5000218032023";"500021803";"2023";;;;;;;;;;;;;;3;;1;;;;1;;;;;;
"5000218522023";"500021852";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"5000218782022";"500021878";"2022";1;;;;;;;;;;;;;2;;;;;;1;;;;;1;
"5000218782023";"500021878";"2023";3;;;;;;;;;;;;;;;;;;;;;;;;;
"5000218862023";"500021886";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;
"5000220742023";"500022074";"2023";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"5000221082023";"500022108";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000221402021";"500022140";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000221402022";"500022140";"2022";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"5000221402023";"500022140";"2023";2;1;1;1;;;;;;;;;;2;;;1;;;1;;;;;;
"5000231892022";"500023189";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5000238742024";"500023874";"2024";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"5000244272022";"500024427";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5000247082023";"500024708";"2023";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"5000249972023";"500024997";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"5000250852023";"500025085";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;
"5000253252023";"500025325";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;
"5000253822023";"500025382";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"500032682023";"50003268";"2023";1;;1;;;;1;;;;;;;;;;;;;;;;;;;
"500037482023";"50003748";"2023";2;;;;;;2;2;;;;;;;;;;;;;;;;;;
"500064102023";"50006410";"2023";1;;;;;;1;1;;;;;;;;;;;;;;;;;;
"5100000522021";"510000052";"2021";;;;;;;;;;;;;;1;;;1;;;1;1;;;;;
"5100000942022";"510000094";"2022";;;;;;;;;;;;;;1;1;;;1;;;;;;;;
"5100000942023";"510000094";"2023";1;;1;1;1;;1;;;;;;;1;;;1;;;1;;;;;;1
"5100001692021";"510000169";"2021";;;;;;;;;;;;;;8;;3;3;1;;5;5;;;;;6
"5100001692022";"510000169";"2022";4;1;4;2;2;;3;1;;;;;;2;;1;;;;1;1;;;;;1
"5100001692023";"510000169";"2023";7;2;2;1;3;;2;2;;;;;;3;2;1;1;1;;2;;;;;;
"5100001772021";"510000177";"2021";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"5100001772023";"510000177";"2023";;;;;;;;;;;;;;1;1;;;;;1;;;;;;
"5100001852022";"510000185";"2022";;;;;;;;;;;;;;1;;1;1;;1;;;;;;;
"5100001852023";"510000185";"2023";2;;;2;;;2;;;;;;;1;1;;;;;;;;;;;
"5100002192021";"510000219";"2021";;;;;;;;;;;;;;3;1;1;1;1;;3;1;;;;;1
"5100002352021";"510000235";"2021";;;;;;;;;;;;;;6;1;2;4;1;;4;3;;;;;1
"5100002352022";"510000235";"2022";1;;1;;;;;1;1;;;;;5;;2;5;;;3;1;;;;;
"5100002352023";"510000235";"2023";10;;1;1;1;8;3;1;;;;;;;;;;;;;;;;;;
"5100002352024";"510000235";"2024";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"5100002432022";"510000243";"2022";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"5100002502021";"510000250";"2021";;;;;;;;;;;;;;2;;1;1;;;1;1;;;;;1
"5100002502022";"510000250";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;1
"5100002502023";"510000250";"2023";;;;;;;;;;;;;;1;;1;1;;;1;1;;;;;
"5100002842022";"510000284";"2022";;;;;;;;;;;;;;2;;;1;;;1;2;;;;;
"5100002842023";"510000284";"2023";1;;;;;1;;;;;;;;;;;;;;;;;;;;
"5100002922021";"510000292";"2021";;;;;;;;;;;;;;1;;1;;1;;;;;;;;1
"5100002922022";"510000292";"2022";;;;;;;;;;;;;;1;;1;1;1;1;1;;;;;;
"5100002922023";"510000292";"2023";1;;;1;1;;1;1;;;;;;;;;;;;;;;;;;
"5100003592022";"510000359";"2022";;;;;;;;;;;;;;1;;1;;1;;;;;;;;
"5100004172022";"510000417";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;1
"5100004172023";"510000417";"2023";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"5100004252021";"510000425";"2021";;;;;;;;;;;;;;3;;3;1;2;;2;1;;;;;1
"5100004252022";"510000425";"2022";;;;;;;;;;;;;;1;;1;1;1;1;1;;;;;;
"5100004332022";"510000433";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"5100004662022";"510000466";"2022";1;;;;;;;;1;;;;;1;;;;;;;1;1;;;;
"5100005162023";"510000516";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"5100007482021";"510000748";"2021";;;;;;;;;;;;;;3;;3;1;1;;1;;;;;;2
"5100007482022";"510000748";"2022";;;;;;;;;;;;;;2;;2;;;;;;;;;;
"5100007972021";"510000797";"2021";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"5100020902021";"510002090";"2021";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"5100020902022";"510002090";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;1
"5100021242021";"510002124";"2021";;;;;;;;;;;;;;1;;1;1;;;;;;;;;
"5100021242022";"510002124";"2022";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"5100021322021";"510002132";"2021";;;;;;;;;;;;;;1;;1;;;;;1;;;;;1
"5100021322022";"510002132";"2022";;;;;;;;;;;;;;1;;;1;1;;1;;;;;;
"5100021322023";"510002132";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"5100022982021";"510002298";"2021";;;;;;;;;;;;;;1;1;1;;;;;;;1;;;
"5100022982022";"510002298";"2022";2;1;1;1;;;1;;;;;;;1;1;;;;;;;;;;;
"5100022982023";"510002298";"2023";1;;;1;1;1;1;;;;;;;;;;;;;;;;;;;
"5100024212021";"510002421";"2021";;;;;;;;;;;;;;1;;1;;;1;1;;;;;;
"5100024472021";"510002447";"2021";;;;;;;;;;;;;;24;3;14;15;4;3;14;8;1;;;;7
"5100024472022";"510002447";"2022";4;1;2;3;1;;4;2;;;;;;17;;6;12;1;4;11;7;;;;;2
"5100024472023";"510002447";"2023";8;1;1;6;;1;6;1;;;;;;9;;2;7;1;;5;1;;;;;
"5100024472024";"510002447";"2024";2;;1;1;;;2;;;;;;;1;;;1;;;;;;;;;
"5100024542021";"510002454";"2021";;;;;;;;;;;;;;1;1;1;1;1;;1;1;;;;;1
"5100024542022";"510002454";"2022";;;;;;;;;;;;;;1;1;;1;1;;1;1;;;;;
"5100024542024";"510002454";"2024";1;1;;;1;;1;;;;;;;;;;;;;;;;;;;
"5100024702021";"510002470";"2021";;;;;;;;;;;;;;2;;;2;;1;1;1;;;;;
"5100024702022";"510002470";"2022";1;;1;1;;1;1;1;;;;;;;;;;;;;;;;;;
"5100024702023";"510002470";"2023";1;;;1;;;1;;;;;;;;;;;;;;;;;;;
"5100035362021";"510003536";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;1
"5100035362022";"510003536";"2022";;;;;;;;;;;;;;3;;2;3;2;;2;2;;;;;2
"5100035362023";"510003536";"2023";1;;;;1;;;1;;;;;;2;1;1;;;;1;1;;;;;
"5100036682022";"510003668";"2022";;;;;;;;;;;;;;1;;;1;;;1;1;;;;;
"5100036682023";"510003668";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5100036842023";"510003684";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"5100037832021";"510003783";"2021";;;;;;;;;;;;;;2;2;2;1;2;;2;2;;;;;1
"5100038172021";"510003817";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;1
"5100038172022";"510003817";"2022";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"5100038172023";"510003817";"2023";1;1;1;;;;1;;;;;;;;;;;;;;;;;;;
"5100038822021";"510003882";"2021";;;;;;;;;;;;;;2;;1;;;;1;;;;;;1
"5100038822022";"510003882";"2022";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"5100039572023";"510003957";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5100040052023";"510004005";"2023";;;;;;;;;;;;;;1;;1;;;;;1;1;;;;
"5100042782021";"510004278";"2021";;;;;;;;;;;;;;2;1;1;;;;;1;;;;;1
"5100042782022";"510004278";"2022";1;;;1;1;;1;;;;;;;;;;;;;;;;;;;
"5100042782023";"510004278";"2023";;;;;;;;;;;;;;2;2;1;1;1;;2;;;;;;
"5100042862021";"510004286";"2021";;;;;;;;;;;;;;1;;1;1;1;;1;1;1;;;;
"5100042862022";"510004286";"2022";1;1;;1;1;;1;;;;;;;2;2;1;;1;1;2;;;;;;
"5100042862023";"510004286";"2023";5;3;2;3;4;;5;;;;;;;;;;;;;;;;;;;
"5100042942023";"510004294";"2023";1;;1;1;1;;1;;;;;;;;;;;;;;;;;;;
"5100043022021";"510004302";"2021";;;;;;;;;;;;;;6;;2;3;;;3;1;;;;;1
"5100043022022";"510004302";"2022";;;;;;;;;;;;;;1;;1;1;;;1;;;;;;
"5100043022023";"510004302";"2023";4;1;2;3;2;;3;1;;;;;;;;;;;;;;;;;;
"5100043692021";"510004369";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"5100043692022";"510004369";"2022";;;;;;;;;;;;;;2;1;1;2;1;;1;1;;;;;
"5100043692023";"510004369";"2023";;;;;;;;;;;;;;1;1;;;;;;;;1;;;
"5100060182021";"510006018";"2021";;;;;;;;;;;;;;1;1;1;1;1;;1;;;;;;1
"5100060182022";"510006018";"2022";;;;;;;;;;;;;;1;1;1;;1;;1;;;;;;
"5100061662021";"510006166";"2021";;;;;;;;;;;;;;2;;1;1;;2;;;;;;;
"5100066612022";"510006661";"2022";;;;;;;;;;;;;;1;1;1;;;;1;1;;;;;
"5100066612023";"510006661";"2023";1;1;;;;;1;;;;;;;1;1;;;1;;1;;1;;;;
"5100087742021";"510008774";"2021";;;;;;;;;;;;;;1;;;;;;;;1;;;;
"5100088082021";"510008808";"2021";;;;;;;;;;;;;;4;1;3;1;1;;4;3;1;;;;
"5100088082022";"510008808";"2022";1;1;1;;1;;1;;;;;;;9;2;8;;1;;8;1;;;;;
"5100088082023";"510008808";"2023";1;;1;;;;1;;;;;;;1;1;;;1;;1;;;;;;
"5100101352022";"510010135";"2022";;;;;;;;;;;;;;1;;1;;;;1;;;;;;1
"5100101352023";"510010135";"2023";1;1;;;;;1;;;;;;;;;;;;;;;;;;;
"5100102262022";"510010226";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;1
"5100103742021";"510010374";"2021";;;;;;;;;;;;;;1;;1;;1;;1;;;;;;
"5100103742022";"510010374";"2022";1;1;1;;;;1;1;;;;;1;1;;1;1;;;;;;;;;1
"5100106302021";"510010630";"2021";;;;;;;;;;;;;;1;1;1;;;;1;;;;;;1
"5100106302022";"510010630";"2022";;;;;;;;;;;;;;3;2;1;2;2;;3;;;;;;1
"5100112082021";"510011208";"2021";;;;;;;;;;;;;;4;1;3;2;1;;3;1;;;;;2
"5100112082022";"510011208";"2022";;;;;;;;;;;;;;9;6;6;1;1;;2;1;;;;;3
"5100112082023";"510011208";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"5100112082024";"510011208";"2024";;;;;;;;;;;;;;1;;1;;1;;;;;;;;
"5100113642021";"510011364";"2021";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"5100114892023";"510011489";"2023";1;;;1;1;;1;;;;;;;;;;;;;;;;;;;
"5100115962021";"510011596";"2021";;;;;;;;;;;;;;1;1;;1;;;1;;;;;;
"5100115962022";"510011596";"2022";;;;;;;;;;;;;;1;1;1;;;;;;;;;;
"5100115962023";"510011596";"2023";5;;3;1;3;;4;;;;;;;1;;;;;;;;1;;;;
"5100118932021";"510011893";"2021";;;;;;;;;;;;;;1;;1;1;1;;1;;;;;;
"5100118932023";"510011893";"2023";;;;;;;;;;;;;;1;1;;;1;;1;;;;;;
"5100119352021";"510011935";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;1
"5100119352022";"510011935";"2022";;;;;;;;;;;;;;1;;1;1;1;;1;;;;;;
"5100119762023";"510011976";"2023";1;;1;;1;;1;;;;;;;;;;;;;;;;;;;
"5100119842021";"510011984";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;1
"5100119922021";"510011992";"2021";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"5100119922022";"510011992";"2022";;;;;;;;;;;;;;4;;3;;1;;4;;;;;;
"5100120082023";"510012008";"2023";;;;;;;;;;;;;;1;1;1;;1;1;1;;;;;;
"5100120242022";"510012024";"2022";;;;;;;;;;;;;;1;1;;;1;;1;;;;;;
"5100120652021";"510012065";"2021";;;;;;;;;;;;;;1;;1;;1;;1;1;;;;;1
